order_id,clinic_id,product_id,product_name_x,category_x,order_date,quantity,delivered_to,delivery_time,current_stock,order_date_clean,stock_risk,total_qty,classification,product_name_y,category_id,category_y,cost_price,selling_price,shelf_life,cost_price_flagged,selling_price_flagged,revenue
X9Q0Z9,Cl_95,P11,Anthos A3 plus,dental_chair,4/6/2021,9,Sangli,10,2,4/6/2021,0.31884058,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,5850000
I8L1V1,Cl_21,P11,Anthos A3 plus,dental_chair,9/23/2021,6,Thane,9,3,9/23/2021,0.47826087,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,3900000
Z3F1H5,Cl_67,P11,Anthos A3 plus,dental_chair,7/22/2022,9,Raipur,8,4,7/22/2022,0.637681159,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,5850000
E1U3A9,Cl_64,P11,Anthos A3 plus,dental_chair,10/4/2022,3,Chandigarh,3,2,10/4/2022,0.31884058,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,1950000
Z8Y3G1,Cl_37,P11,Anthos A3 plus,dental_chair,5/1/2020,2,Belgaum,5,2,5/1/2020,0.31884058,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,1300000
T1C1F2,Cl_55,P11,Anthos A3 plus,dental_chair,11/21/2022,8,Belgaum,6,3,11/21/2022,0.47826087,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,5200000
G2L6R7,Cl_23,P11,Anthos A3 plus,dental_chair,3/13/2020,7,Ernakulam,7,4,3/13/2020,0.637681159,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,4550000
P2D2M4,Cl_93,P11,Anthos A3 plus,dental_chair,5/12/2021,9,Rajkot,5,2,5/12/2021,0.31884058,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,5850000
R3J6D9,Cl_28,P11,Anthos A3 plus,dental_chair,12/2/2025,9,Jalandhar,6,3,12/2/2025,0.47826087,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,5850000
A2Y0Q8,Cl_76,P11,Anthos A3 plus,dental_chair,8/19/2023,5,Durgapur,4,5,8/19/2023,0.797101449,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,3250000
G8L1A0,Cl_82,P11,Anthos A3 plus,dental_chair,3/30/2023,5,Bhopal,9,4,3/30/2023,0.637681159,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,3250000
E7J3Z8,Cl_44,P11,Anthos A3 plus,dental_chair,1/31/2022,7,Bhuj,4,3,1/31/2022,0.47826087,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,4550000
A8B7U5,Cl_29,P11,Anthos A3 plus,dental_chair,4/27/2022,3,Ropar,3,2,4/27/2022,0.31884058,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,1950000
H7T7Z9,Cl_70,P11,Anthos A3 plus,dental_chair,8/3/2024,8,Dehradun,2,3,8/3/2024,0.47826087,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,5200000
A3R2Y6,Cl_11,P11,Anthos A3 plus,dental_chair,3/10/2022,9,Goregaon,8,2,3/10/2022,0.31884058,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,5850000
U9I2F3,Cl_10,P11,Anthos A3 plus,dental_chair,1/5/2024,4,Kannur,9,3,1/5/2024,0.47826087,138,Slow_Moving,Anthos A3 plus,C_1,Dental_Chair,350000,650000,8,Normal,Normal,2600000
W9V9L4,Cl_96,P110,ioConnect By TruAbutment,intraoral scanner,9/21/2021,4,Guwahati,9,2,9/21/2021,0.356687898,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,2200000
B6E9H3,Cl_62,P110,ioConnect By TruAbutment,intraoral scanner,8/14/2021,8,Mumbai,8,4,8/14/2021,0.713375796,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,4400000
N6D2X6,Cl_79,P110,ioConnect By TruAbutment,intraoral scanner,12/9/2021,8,Rewari,8,4,12/9/2021,0.713375796,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,4400000
Y3J6T4,Cl_4,P110,ioConnect By TruAbutment,intraoral scanner,12/31/2021,4,Raipur,10,4,12/31/2021,0.713375796,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,2200000
D2X1N5,Cl_63,P110,ioConnect By TruAbutment,intraoral scanner,2/10/2021,6,Jalna,6,1,2/10/2021,0.178343949,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,3300000
E0Y1T2,Cl_53,P110,ioConnect By TruAbutment,intraoral scanner,1/30/2021,10,Malappuram,5,2,1/30/2021,0.356687898,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,5500000
K2Z9Z8,Cl_84,P110,ioConnect By TruAbutment,intraoral scanner,11/12/2023,6,Vasant Kunj,6,3,11/12/2023,0.535031847,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,3300000
R5D5T2,Cl_32,P110,ioConnect By TruAbutment,intraoral scanner,1/5/2021,8,Alappuzha,4,1,1/5/2021,0.178343949,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,4400000
V3Z7M4,Cl_45,P110,ioConnect By TruAbutment,intraoral scanner,4/2/2024,2,Malappuram,6,3,4/2/2024,0.535031847,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,1100000
R1H6S1,Cl_75,P110,ioConnect By TruAbutment,intraoral scanner,2/4/2020,10,Nandagaon,4,4,2/4/2020,0.713375796,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,5500000
S1I5Y7,Cl_90,P110,ioConnect By TruAbutment,intraoral scanner,9/7/2021,4,Rourkela,9,3,9/7/2021,0.535031847,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,2200000
S0G1C3,Cl_18,P110,ioConnect By TruAbutment,intraoral scanner,9/17/2022,4,Rajkot,5,3,9/17/2022,0.535031847,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,2200000
T1D3M8,Cl_53,P110,ioConnect By TruAbutment,intraoral scanner,10/29/2023,7,Malappuram,4,2,10/29/2023,0.356687898,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,3850000
Z9E6O8,Cl_75,P110,ioConnect By TruAbutment,intraoral scanner,11/22/2022,10,Nandagaon,5,1,11/22/2022,0.178343949,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,5500000
X0L3F4,Cl_62,P110,ioConnect By TruAbutment,intraoral scanner,12/5/2025,6,Mumbai,8,1,12/5/2025,0.178343949,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,3300000
R9G0N5,Cl_52,P110,ioConnect By TruAbutment,intraoral scanner,8/17/2021,8,Malappuram,5,2,8/17/2021,0.356687898,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,4400000
W4K9P9,Cl_36,P110,ioConnect By TruAbutment,intraoral scanner,3/7/2022,4,Malappuram,6,4,3/7/2022,0.713375796,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,2200000
S6T8Z6,Cl_54,P110,ioConnect By TruAbutment,intraoral scanner,11/18/2021,8,Varanasi,6,4,11/18/2021,0.713375796,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,4400000
F4R4I1,Cl_17,P110,ioConnect By TruAbutment,intraoral scanner,10/2/2021,3,Ludhinana,6,2,10/2/2021,0.356687898,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,1650000
N2H2C9,Cl_28,P110,ioConnect By TruAbutment,intraoral scanner,6/11/2021,2,Jalandhar,3,2,6/11/2021,0.356687898,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,1100000
H8A1N5,Cl_55,P110,ioConnect By TruAbutment,intraoral scanner,3/15/2022,1,Belgaum,10,3,3/15/2022,0.535031847,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,550000
C3H6N5,Cl_58,P110,ioConnect By TruAbutment,intraoral scanner,10/30/2025,8,Mallapuram,5,2,10/30/2025,0.356687898,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,4400000
I2U4O6,Cl_18,P110,ioConnect By TruAbutment,intraoral scanner,7/8/2020,1,Rajkot,10,2,7/8/2020,0.356687898,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,550000
S9E7R5,Cl_86,P110,ioConnect By TruAbutment,intraoral scanner,12/9/2021,1,Calicut,4,2,12/9/2021,0.356687898,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,550000
F5T8O6,Cl_73,P110,ioConnect By TruAbutment,intraoral scanner,10/15/2020,9,Kannur,8,2,10/15/2020,0.356687898,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,4950000
B0B6Q8,Cl_17,P110,ioConnect By TruAbutment,intraoral scanner,7/8/2020,3,Ludhinana,4,3,7/8/2020,0.535031847,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,1650000
T9R6X2,Cl_77,P110,ioConnect By TruAbutment,intraoral scanner,7/5/2021,6,Malappuram,7,1,7/5/2021,0.178343949,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,3300000
F1D2X8,Cl_39,P110,ioConnect By TruAbutment,intraoral scanner,11/6/2020,6,Salem,7,2,11/6/2020,0.356687898,157,Fast_Moving,ioConnect By TruAbutment,C_11,Intraoral Scanner,300000,550000,8,Normal,Normal,3300000
B9I7X4,Cl_48,P111,Trios Move+ Intraoral Scanner,intraoral scanner,4/18/2021,6,Nashik,7,3,4/18/2021,0.5,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,6000000
I9J3Z8,Cl_91,P111,Trios Move+ Intraoral Scanner,intraoral scanner,10/9/2024,3,Nagercoil,8,1,10/9/2024,0.166666667,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,3000000
L7A0B4,Cl_27,P111,Trios Move+ Intraoral Scanner,intraoral scanner,7/21/2024,2,Rohini,3,3,7/21/2024,0.5,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,2000000
R9U6F1,Cl_50,P111,Trios Move+ Intraoral Scanner,intraoral scanner,12/10/2022,10,Raipur,8,2,12/10/2022,0.333333333,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,10000000
R8L2J8,Cl_75,P111,Trios Move+ Intraoral Scanner,intraoral scanner,7/5/2025,1,Nandagaon,4,3,7/5/2025,0.5,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,1000000
P6D4Q5,Cl_27,P111,Trios Move+ Intraoral Scanner,intraoral scanner,6/27/2024,1,Rohini,2,2,6/27/2024,0.333333333,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,1000000
Q7Z9F7,Cl_99,P111,Trios Move+ Intraoral Scanner,intraoral scanner,2/18/2024,8,Malappuram,4,2,2/18/2024,0.333333333,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,8000000
T3R4V6,Cl_11,P111,Trios Move+ Intraoral Scanner,intraoral scanner,1/8/2021,10,Goregaon,8,4,1/8/2021,0.666666667,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,10000000
Q1R3Z5,Cl_90,P111,Trios Move+ Intraoral Scanner,intraoral scanner,7/17/2025,7,Rourkela,6,4,7/17/2025,0.666666667,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,7000000
V0B3E4,Cl_88,P111,Trios Move+ Intraoral Scanner,intraoral scanner,8/28/2023,10,Ambala,3,2,8/28/2023,0.333333333,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,10000000
F9J2O8,Cl_87,P111,Trios Move+ Intraoral Scanner,intraoral scanner,8/15/2024,10,Pune,7,4,8/15/2024,0.666666667,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,10000000
W8P7T3,Cl_1,P111,Trios Move+ Intraoral Scanner,intraoral scanner,2/19/2020,7,Surat,10,3,2/19/2020,0.5,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,7000000
C6E1O7,Cl_23,P111,Trios Move+ Intraoral Scanner,intraoral scanner,8/7/2024,7,Ernakulam,6,4,8/7/2024,0.666666667,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,7000000
F6D6L0,Cl_9,P111,Trios Move+ Intraoral Scanner,intraoral scanner,10/15/2020,6,Bargarh,6,1,10/15/2020,0.166666667,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,6000000
A8W8L8,Cl_73,P111,Trios Move+ Intraoral Scanner,intraoral scanner,10/8/2020,5,Kannur,9,3,10/8/2020,0.5,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,5000000
O5G0M5,Cl_17,P111,Trios Move+ Intraoral Scanner,intraoral scanner,11/29/2020,6,Ludhinana,9,4,11/29/2020,0.666666667,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,6000000
G4N9W2,Cl_20,P111,Trios Move+ Intraoral Scanner,intraoral scanner,5/19/2023,7,Kozhikode,10,3,5/19/2023,0.5,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,7000000
C0E7F3,Cl_73,P111,Trios Move+ Intraoral Scanner,intraoral scanner,10/7/2020,4,Kannur,9,1,10/7/2020,0.166666667,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,4000000
T8T7R0,Cl_13,P111,Trios Move+ Intraoral Scanner,intraoral scanner,7/3/2025,1,Kurla,9,3,7/3/2025,0.5,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,1000000
A8I4G6,Cl_6,P111,Trios Move+ Intraoral Scanner,intraoral scanner,1/14/2022,3,Indore,9,2,1/14/2022,0.333333333,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,3000000
J5J2J8,Cl_11,P111,Trios Move+ Intraoral Scanner,intraoral scanner,12/11/2021,4,Goregaon,7,2,12/11/2021,0.333333333,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,4000000
Y9X4E2,Cl_38,P111,Trios Move+ Intraoral Scanner,intraoral scanner,7/4/2021,10,Navasari-Gujarat,7,4,7/4/2021,0.666666667,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,10000000
N4M8T4,Cl_87,P111,Trios Move+ Intraoral Scanner,intraoral scanner,7/18/2024,10,Pune,10,1,7/18/2024,0.166666667,138,Slow_Moving,Trios Move+ Intraoral Scanner,C_11,Intraoral Scanner,600000,1000000,5,Normal,Normal,10000000
H9X3J4,Cl_87,P112,Metismile Dental Face Scanner,intraoral scanner,1/16/2023,5,Pune,7,3,1/16/2023,0.553846154,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,5266315
V6P4Z4,Cl_79,P112,Metismile Dental Face Scanner,intraoral scanner,7/1/2021,10,Rewari,5,1,7/1/2021,0.184615385,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,10532630
O6N1K8,Cl_44,P112,Metismile Dental Face Scanner,intraoral scanner,1/15/2022,5,Bhuj,4,4,1/15/2022,0.738461538,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,5266315
X5D2V8,Cl_20,P112,Metismile Dental Face Scanner,intraoral scanner,5/17/2022,1,Kozhikode,5,3,5/17/2022,0.553846154,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,1053263
F0W4G7,Cl_81,P112,Metismile Dental Face Scanner,intraoral scanner,6/21/2023,1,Hyderabad,5,1,6/21/2023,0.184615385,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,1053263
O5Z5X8,Cl_34,P112,Metismile Dental Face Scanner,intraoral scanner,7/13/2020,1,Yamuna Nagar,4,2,7/13/2020,0.369230769,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,1053263
C8H4X7,Cl_49,P112,Metismile Dental Face Scanner,intraoral scanner,6/7/2020,9,Jalgaon,10,1,6/7/2020,0.184615385,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,9479367
B5P0Q1,Cl_30,P112,Metismile Dental Face Scanner,intraoral scanner,4/1/2022,8,Rajkot,6,2,4/1/2022,0.369230769,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,8426104
M1X6V2,Cl_4,P112,Metismile Dental Face Scanner,intraoral scanner,4/30/2023,8,Raipur,5,3,4/30/2023,0.553846154,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,8426104
G4G0L7,Cl_61,P112,Metismile Dental Face Scanner,intraoral scanner,7/15/2023,10,Jaipur-Rajasthan,6,2,7/15/2023,0.369230769,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,10532630
P3K4G2,Cl_58,P112,Metismile Dental Face Scanner,intraoral scanner,8/7/2024,10,Mallapuram,6,4,8/7/2024,0.738461538,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,10532630
E1W5T3,Cl_87,P112,Metismile Dental Face Scanner,intraoral scanner,12/9/2024,9,Pune,7,4,12/9/2024,0.738461538,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,9479367
T6W0W2,Cl_65,P112,Metismile Dental Face Scanner,intraoral scanner,12/25/2022,4,Erode,10,2,12/25/2022,0.369230769,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,4213052
B2Q0O2,Cl_38,P112,Metismile Dental Face Scanner,intraoral scanner,6/11/2025,6,Navasari-Gujarat,7,4,6/11/2025,0.738461538,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,6319578
X4D7I7,Cl_38,P112,Metismile Dental Face Scanner,intraoral scanner,8/22/2020,4,Navasari-Gujarat,10,3,8/22/2020,0.553846154,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,4213052
T9M9O0,Cl_99,P112,Metismile Dental Face Scanner,intraoral scanner,8/23/2023,6,Malappuram,5,2,8/23/2023,0.369230769,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,6319578
X8P0M7,Cl_51,P112,Metismile Dental Face Scanner,intraoral scanner,1/28/2021,7,Pathanamthitta,7,3,1/28/2021,0.553846154,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,7372841
H7L9R2,Cl_62,P112,Metismile Dental Face Scanner,intraoral scanner,7/6/2020,1,Mumbai,10,4,7/6/2020,0.738461538,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,1053263
F0B8O1,Cl_84,P112,Metismile Dental Face Scanner,intraoral scanner,9/21/2024,2,Vasant Kunj,6,1,9/21/2024,0.184615385,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,2106526
M8X2U0,Cl_57,P112,Metismile Dental Face Scanner,intraoral scanner,2/3/2024,5,Salem,8,4,2/3/2024,0.738461538,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,5266315
A3H2G1,Cl_92,P112,Metismile Dental Face Scanner,intraoral scanner,4/27/2024,1,Ghaziabad,3,3,4/27/2024,0.553846154,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,1053263
Z2G1H9,Cl_8,P112,Metismile Dental Face Scanner,intraoral scanner,6/29/2022,1,Rajkot,9,4,6/29/2022,0.738461538,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,1053263
P7W1P7,Cl_74,P112,Metismile Dental Face Scanner,intraoral scanner,7/19/2021,9,Palakkad,9,1,7/19/2021,0.184615385,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,9479367
G3C2B2,Cl_98,P112,Metismile Dental Face Scanner,intraoral scanner,10/9/2025,7,Noida,2,4,10/9/2025,0.738461538,130,Slow_Moving,Metismile Dental Face Scanner,C_11,Intraoral Scanner,300355,1053263,5,Normal,Normal,7372841
X9N7F0,Cl_41,P113,Shinning 3D E-Motion Workstation,intraoral scanner,2/21/2021,2,Nerul,9,1,2/21/2021,0.195876289,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,1425130
J7R5U8,Cl_62,P113,Shinning 3D E-Motion Workstation,intraoral scanner,3/19/2022,7,Mumbai,6,1,3/19/2022,0.195876289,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,4987955
A2A9G5,Cl_55,P113,Shinning 3D E-Motion Workstation,intraoral scanner,12/15/2021,6,Belgaum,8,4,12/15/2021,0.783505155,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,4275390
F1Z8B6,Cl_27,P113,Shinning 3D E-Motion Workstation,intraoral scanner,4/18/2021,9,Rohini,6,2,4/18/2021,0.391752577,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,6413085
K3B5S3,Cl_16,P113,Shinning 3D E-Motion Workstation,intraoral scanner,8/29/2020,3,Okhla,2,2,8/29/2020,0.391752577,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,2137695
Z5U5B7,Cl_38,P113,Shinning 3D E-Motion Workstation,intraoral scanner,7/18/2023,3,Navasari-Gujarat,8,2,7/18/2023,0.391752577,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,2137695
X3H2Q1,Cl_66,P113,Shinning 3D E-Motion Workstation,intraoral scanner,8/31/2024,9,Bhopal,5,2,8/31/2024,0.391752577,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,6413085
U3E3M7,Cl_32,P113,Shinning 3D E-Motion Workstation,intraoral scanner,10/8/2025,4,Alappuzha,4,2,10/8/2025,0.391752577,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,2850260
Q2G3F5,Cl_75,P113,Shinning 3D E-Motion Workstation,intraoral scanner,1/22/2022,4,Nandagaon,7,3,1/22/2022,0.587628866,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,2850260
J5Q9P4,Cl_9,P113,Shinning 3D E-Motion Workstation,intraoral scanner,7/14/2025,8,Bargarh,2,2,7/14/2025,0.391752577,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,5700520
Q4D9R3,Cl_21,P113,Shinning 3D E-Motion Workstation,intraoral scanner,5/4/2022,5,Thane,4,4,5/4/2022,0.783505155,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,3562825
T5C0X1,Cl_30,P113,Shinning 3D E-Motion Workstation,intraoral scanner,12/13/2022,9,Rajkot,4,2,12/13/2022,0.391752577,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,6413085
R3K6R6,Cl_3,P113,Shinning 3D E-Motion Workstation,intraoral scanner,6/1/2025,3,Chennai,4,2,6/1/2025,0.391752577,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,2137695
B2E6O7,Cl_46,P113,Shinning 3D E-Motion Workstation,intraoral scanner,8/23/2024,2,Lakhimpur-Up,4,1,8/23/2024,0.195876289,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,1425130
S8O5S0,Cl_91,P113,Shinning 3D E-Motion Workstation,intraoral scanner,12/24/2021,9,Nagercoil,6,2,12/24/2021,0.391752577,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,6413085
C5A5Q6,Cl_8,P113,Shinning 3D E-Motion Workstation,intraoral scanner,8/29/2025,4,Rajkot,6,3,8/29/2025,0.587628866,97,Slow_Moving,Shinning 3D E-Motion Workstation,C_11,Intraoral Scanner,395583,712565,8,Normal,Normal,2850260
