order_id,clinic_id,product_id,product_name,category,order_date,quantity,delivered_to,delivery_time,current_stock,order_date_clean
X3O7K1,Cl_47,P159,Advance Piezosurgery Unit  Surgery X,physiodispensor and piezosurgery units,11/25/2025,6,Pune,10,6,11/25/2025
X6J6Y0,Cl_52,P79,Tealth Internal Irrigation Straight Head Low Speed Handpiece,dental handpeice,4/28/2023,4,Malappuram,8,65,4/28/2023
R2Z3D4,Cl_20,P13,Runyes Feng 23L Touch Screen,dental autoclaves,8/23/2025,1,Kozhikode,6,5,8/23/2025
T6P3V0,Cl_95,P207,COMPOSITE FILLING INSTRUMENTS T.C.GOLD,dental instruments,4/13/2024,8,Sangli,9,7,4/13/2024
U5J2U8,Cl_41,P83,Coxo ImplantActivator,implant uni-verse,10/6/2021,3,Nerul,7,7,10/6/2021
T2S4C4,Cl_64,P65,Tealth High Speed Torque Head Air Rotor Handpiece,dental handpeice,6/2/2020,4,Chandigarh,3,25,6/2/2020
Y9U1X9,Cl_74,P20,Dynamic Compressor Suction System,dental suction,11/29/2023,1,Palakkad,6,7,11/29/2023
M3V7M1,Cl_36,P32,Genoray Port XIII Portable X-Ray,imaging,4/16/2024,1,Malappuram,8,3,4/16/2024
K0H6O1,Cl_47,P207,COMPOSITE FILLING INSTRUMENTS T.C.GOLD,dental instruments,11/13/2021,8,Pune,9,1,11/13/2021
L3C1N1,Cl_23,P13,Runyes Feng 23L Touch Screen,dental autoclaves,5/23/2025,1,Ernakulam,10,13,5/23/2025
P6D5N2,Cl_33,P78,Tealth Internal Irrigation Fiber Optic Straight Head Low Speed Handpiece,dental handpeice,6/30/2022,4,Agra,6,75,6/30/2022
K8V8L7,Cl_61,P122,3Shape E4 Dental lab Scanner,dental lab scanner,1/12/2020,1,Jaipur-Rajasthan,9,3,1/12/2020
W9V8O6,Cl_15,P128,Roland DWX-53 DC Milling Machine,dental milling machine,9/2/2025,6,Okhla,2,1,9/2/2025
V5Y8T8,Cl_85,P49,NSK S-Max M65 Straight Handpiece,dental handpeice,11/10/2024,3,Kottayam,8,56,11/10/2024
H2G6G3,Cl_46,P52,NSK S-Max Pico Non Optic Handpiece,dental handpeice,6/10/2022,5,Lakhimpur-Up,9,83,6/10/2022
T4F0P0,Cl_67,P211,Diagnostic PMT Set Of 3 Pcs With Explorer D/E,dental instruments,12/1/2023,3,Raipur,9,7,12/1/2023
G3B3F9,Cl_19,P56,Tornado Mini Head Handpiece,dental handpeice,7/27/2024,9,Boriwali,10,49,7/27/2024
Q5O4I7,Cl_51,P175,Fastform DeskFab X1 Metal 3D Printer,dental 3d printer,9/24/2020,10,Pathanamthitta,5,3,9/24/2020
L8W8E5,Cl_42,P64,Tealth 45 Degree High Speed Air Rotor,dental handpeice,9/16/2020,6,Sri Ganganagar,6,92,9/16/2020
G6K1G0,Cl_11,P124,Shining 3D AutoScan DS EX Pro(H),dental lab scanner,7/2/2025,8,Goregaon,5,2,7/2/2025
V3N0T4,Cl_25,P165,Unicorn Zirconia Blanks (ST White),lab consumables,3/31/2024,5,Boriwali,8,195,3/31/2024
R2T4I2,Cl_25,P89,iD1 lmplantLocator,implant uni-verse,4/8/2022,3,Boriwali,4,8,4/8/2022
B5N5H2,Cl_15,P85,SurgicalKit,implant uni-verse,1/27/2025,3,Okhla,4,3,1/27/2025
D2R0J1,Cl_68,P50,NSK S-Max M95 Handpiece,dental handpeice,8/24/2025,4,Washim,6,78,8/24/2025
M9B8N5,Cl_60,P170,BeSmile Aconia ST Preshade Zirconia,lab consumables,11/16/2022,8,Ghatkopar,6,435,11/16/2022
Q7M1S7,Cl_99,P85,SurgicalKit,implant uni-verse,1/25/2025,4,Malappuram,5,3,1/25/2025
J4D6X2,Cl_4,P90,iT3 Dental Implant Torque Wrench,implant uni-verse,3/10/2024,7,Raipur,6,6,3/10/2024
A2N5K6,Cl_78,P162,NSKVarioSurg 4,physiodispensor and piezosurgery units,8/1/2020,10,Rajkot,5,4,8/1/2020
V5M1L7,Cl_74,P107,Aoralscan LyncIntraoral Scanner,intraoral scanner,2/5/2020,4,Palakkad,5,4,2/5/2020
V6Q9V5,Cl_61,P188,Woodpecker DTE U6LED Scaler,ultrasonic scalers,1/17/2021,5,Jaipur-Rajasthan,4,14,1/17/2021
N0H5R0,Cl_1,P86,Osseotouch Magnetic Mallet,implant uni-verse,8/11/2021,6,Surat,7,4,8/11/2021
L4G4E4,Cl_81,P221,Yahope 3D-Optix,digital magnification,7/5/2023,10,Hyderabad,4,7,7/5/2023
T1C0J0,Cl_18,P145,Micro NX Micromotor (Chair Inbuilt),dental micromotor,8/9/2021,9,Rajkot,4,15,8/9/2021
X0W6X8,Cl_82,P217,Extraction Forceps Set Of 14 Pcs,dental instruments,1/16/2022,10,Bhopal,10,1,1/16/2022
W9I8P7,Cl_98,P75,Tealth Contra Angle Low SpeedHandpiece,dental handpeice,3/7/2022,2,Noida,2,49,3/7/2022
K2Z9Z8,Cl_84,P110,ioConnect By TruAbutment,intraoral scanner,11/12/2023,6,Vasant Kunj,6,3,11/12/2023
R1M1I6,Cl_43,P190,Woodpecker D5Scaler,ultrasonic scalers,8/11/2024,8,Alappuzha,5,15,8/11/2024
J3C6U5,Cl_54,P109,Aoralscan 3 Intraoral Scanner,intraoral scanner,1/27/2025,4,Varanasi,4,1,1/27/2025
X8S8J4,Cl_72,P21,"VMax
Suction",dental suction,9/23/2024,10,Kottayam,4,11,9/23/2024
X8C5O4,Cl_63,P14,Runyes Rapiclave 5L Autoclave,dental autoclaves,2/17/2025,9,Jalna,7,11,2/17/2025
P7B2S9,Cl_36,P23,Gnatus BioQualy 3HP Air Compressor,dental compressors,1/26/2022,1,Malappuram,5,12,1/26/2022
F9G4D2,Cl_51,P135,Arum 5x-500 Dental Milling Machine,dental milling machine,6/6/2023,8,Pathanamthitta,10,0,6/6/2023
D2I5Z4,Cl_37,P161,Woodpecker Ultrasurgery LED,physiodispensor and piezosurgery units,6/4/2025,2,Belgaum,10,5,6/4/2025
F4V1U4,Cl_93,P218,CLINIC SET UP KIT 2 (Package-II),dental instruments,8/16/2020,5,Rajkot,10,1,8/16/2020
P0L2I9,Cl_49,P86,Osseotouch Magnetic Mallet,implant uni-verse,7/11/2024,7,Jalgaon,7,4,7/11/2024
S2H2P6,Cl_11,P51,NSK S-Max M25 Low Speed Handpiece,dental handpeice,5/29/2025,5,Goregaon,7,77,5/29/2025
Z9K9H6,Cl_34,P107,Aoralscan LyncIntraoral Scanner,intraoral scanner,3/12/2020,5,Yamuna Nagar,6,1,3/12/2020
T6W0W2,Cl_65,P112,Metismile Dental Face Scanner,intraoral scanner,12/25/2022,4,Erode,10,2,12/25/2022
M6U5O5,Cl_73,P176,Shining 3D AccuFab-L4K 3D Printer,dental 3d printer,8/22/2025,3,Kannur,4,1,8/22/2025
K5X7V5,Cl_68,P192,Woodpecker D3 Non-Optic Scaler,ultrasonic scalers,7/29/2025,1,Washim,6,36,7/29/2025
D4K4B6,Cl_24,P1,Ureka Elite Dental Chair,dental_chair,1/8/2020,9,Pune,7,3,1/8/2020
H5O8C5,Cl_64,P38,NSK FX 65 Straight Handpiece,dental handpeice,11/27/2021,10,Chandigarh,6,59,11/27/2021
K8P3P4,Cl_69,P13,Runyes Feng 23L Touch Screen,dental autoclaves,3/4/2025,1,Salem,7,6,3/4/2025
C1L7L9,Cl_98,P132,Arum 5x-200 Milling Machine,dental milling machine,9/15/2025,5,Noida,4,0,9/15/2025
A2S5V1,Cl_40,P185,KDF Zircom Sintering Furnace,dental sintering furnace,5/1/2021,1,Tirupattur,7,10,5/1/2021
Z8A9A6,Cl_98,P215,Extraction Forceps Paedo Set of 7 Pcs,dental instruments,12/14/2020,2,Noida,6,8,12/14/2020
Y9J6I2,Cl_22,P42,NSK Pana Air PAF-S B2 Handpiece,dental handpeice,7/20/2021,10,Kannur,5,87,7/20/2021
Q7O9W8,Cl_7,P107,Aoralscan LyncIntraoral Scanner,intraoral scanner,5/26/2025,2,Muzzaffar Nagar,10,2,5/26/2025
K3T9G3,Cl_20,P212,Diagnostic PMT Set Of 3 Pcs With Straight Probe S/E,dental instruments,5/17/2022,4,Kozhikode,6,4,5/17/2022
Z1C3Z3,Cl_62,P209,CONSERVATIVE INSTRUMENTS KIT,dental instruments,2/27/2022,6,Mumbai,4,6,2/27/2022
C2S2U8,Cl_71,P149,Woodpecker Endoradar Pro,endomotors,11/17/2023,3,Gurugram,2,21,11/17/2023
F4V6L6,Cl_66,P164,Anycubic Standard 3D Printing Resin,lab consumables,6/16/2024,10,Bhopal,7,177,6/16/2024
J5O3T1,Cl_99,P92,CoxoSurgic-X,physiodispensor unit,6/27/2025,1,Malappuram,8,4,6/27/2025
N9Q1K3,Cl_33,P77,Tealth External Irrigation Surgical Straight Head Low SpeedHandpiece,dental handpeice,12/5/2020,5,Agra,6,49,12/5/2020
P7I4W3,Cl_43,P177,Phrozen Sonic Mighty 4K 3D Printer,dental 3d printer,4/4/2023,2,Alappuzha,2,3,4/4/2023
W7Z8S6,Cl_91,P92,CoxoSurgic-X,physiodispensor unit,8/28/2020,8,Nagercoil,9,5,8/28/2020
B1H1Y8,Cl_16,P141,NSK NLX Nano Portable Micromotor System,dental micromotor,1/24/2020,6,Okhla,2,14,1/24/2020
G8S8Y6,Cl_5,P209,CONSERVATIVE INSTRUMENTS KIT,dental instruments,8/4/2025,5,Thane,8,3,8/4/2025
B8W2F7,Cl_8,P103,Trios 4 IntraoralScanner,intraoral scanner,4/29/2023,1,Rajkot,5,1,4/29/2023
Q0H9Y0,Cl_5,P37,BIOLASE Waterlase iPlus All Tissue Laser,dental lasers,7/18/2023,1,Thane,9,2,7/18/2023
I8M2D0,Cl_57,P64,Tealth 45 Degree High Speed Air Rotor,dental handpeice,10/11/2022,10,Salem,10,81,10/11/2022
F9X5E3,Cl_34,P77,Tealth External Irrigation Surgical Straight Head Low SpeedHandpiece,dental handpeice,3/16/2025,4,Yamuna Nagar,9,49,3/16/2025
X7O2D4,Cl_85,P107,Aoralscan LyncIntraoral Scanner,intraoral scanner,11/17/2024,2,Kottayam,10,1,11/17/2024
C1Z3K1,Cl_52,P130,Roland DWX 52 Di Plus Milling Machine,dental milling machine,7/31/2022,7,Malappuram,7,1,7/31/2022
J3Y3N9,Cl_66,P14,Runyes Rapiclave 5L Autoclave,dental autoclaves,10/8/2022,8,Bhopal,10,7,10/8/2022
L1R6M1,Cl_31,P152,BR Rap Endomotor,endomotors,6/26/2024,1,Bhuveshwar,8,10,6/26/2024
A5G0Y6,Cl_74,P78,Tealth Internal Irrigation Fiber Optic Straight Head Low Speed Handpiece,dental handpeice,10/20/2020,10,Palakkad,6,58,10/20/2020
X1J5N6,Cl_5,P220,Dental Recording System,digital magnification,11/3/2025,6,Thane,10,4,11/3/2025
Y9F1E2,Cl_52,P170,BeSmile Aconia ST Preshade Zirconia,lab consumables,2/9/2022,7,Malappuram,8,250,2/9/2022
Y0H4Q6,Cl_24,P84,Piezo-X Advanced Piezosurgery Unit,implant uni-verse,10/27/2020,8,Pune,6,4,10/27/2020
R7E7V1,Cl_73,P166,Unicorn Zirconia Blanks (ST Pre-Shaded),lab consumables,2/13/2022,4,Kannur,7,193,2/13/2022
U2R8O5,Cl_28,P141,NSK NLX Nano Portable Micromotor System,dental micromotor,12/30/2020,10,Jalandhar,6,20,12/30/2020
A3V8V8,Cl_33,P83,Coxo ImplantActivator,implant uni-verse,12/21/2025,3,Agra,4,8,12/21/2025
G0X8F8,Cl_5,P19,Runyes Feng 23LClass B Autoclave,dental autoclaves,6/4/2022,7,Thane,4,12,6/4/2022
J0D8I5,Cl_74,P176,Shining 3D AccuFab-L4K 3D Printer,dental 3d printer,4/15/2022,2,Palakkad,6,1,4/15/2022
I1N6I3,Cl_8,P159,Advance Piezosurgery Unit  Surgery X,physiodispensor and piezosurgery units,3/12/2024,4,Rajkot,5,8,3/12/2024
E2D1W6,Cl_21,P184,Zotion F2 Dental Sintering Furnace,dental sintering furnace,10/25/2022,7,Thane,10,10,10/25/2022
S5Y5W8,Cl_83,P36,Biolase Soft Tissue Laser  Epic X,dental lasers,4/29/2022,6,Vile Parle,4,3,4/29/2022
V8A1O0,Cl_27,P109,Aoralscan 3 Intraoral Scanner,intraoral scanner,2/8/2020,4,Rohini,4,3,2/8/2020
T1H0Z6,Cl_63,P135,Arum 5x-500 Dental Milling Machine,dental milling machine,5/31/2022,10,Jalna,8,1,5/31/2022
X4U1C5,Cl_42,P74,Tealth Air Motor for Straight and Contra Angle Handpiece,dental handpeice,9/11/2025,5,Sri Ganganagar,10,62,9/11/2025
V8T7N2,Cl_85,P178,Phrozen Sonic Mighty 12K,dental 3d printer,10/29/2023,8,Kottayam,5,0,10/29/2023
X0A6E1,Cl_81,P181,GLB 200M Metal 3D Printer,dental 3d printer,8/15/2024,8,Hyderabad,5,1,8/15/2024
E7H9B9,Cl_28,P59,Tornado Super Torque Handpiece,dental handpeice,11/22/2024,9,Jalandhar,4,35,11/22/2024
F4S2O0,Cl_8,P33,Genoray Port X-IVe Portable X-Ray,imaging,10/10/2020,4,Rajkot,8,3,10/10/2020
B4O2H6,Cl_42,P130,Roland DWX 52 Di Plus Milling Machine,dental milling machine,10/18/2023,9,Sri Ganganagar,9,0,10/18/2023
R8T5H6,Cl_58,P8,Saevo S300,dental_chair,7/11/2020,5,Mallapuram,7,2,7/11/2020
W5V4Z8,Cl_89,P125,Neomill Dental Milling Machine,dental milling machine,11/12/2020,3,Kottayam,10,2,11/12/2020
J9P5R2,Cl_8,P69,Tealth LED Standard Head High Speed Air Rotor Handpiece,dental handpeice,5/24/2021,6,Rajkot,5,44,5/24/2021
V8U3Y7,Cl_17,P142,NSK NLZE Dental Electric Micromotor,dental micromotor,3/15/2025,4,Ludhinana,9,21,3/15/2025
B3R4U6,Cl_51,P64,Tealth 45 Degree High Speed Air Rotor,dental handpeice,5/22/2021,5,Pathanamthitta,9,72,5/22/2021
X9D1R8,Cl_15,P129,Roland DWX-52D Plus 5-Axis Milling Machine,dental milling machine,1/6/2022,3,Okhla,5,0,1/6/2022
W8K4T2,Cl_77,P30,Genoray PAPAYA 3D PLUS CBCT,imaging,5/11/2022,3,Malappuram,9,3,5/11/2022
J7K1V8,Cl_45,P177,Phrozen Sonic Mighty 4K 3D Printer,dental 3d printer,7/11/2022,2,Malappuram,6,2,7/11/2022
N5E2U7,Cl_4,P116,Shining 3D AoralScan 3 NEO Intraoral Scanner,face scanner,4/30/2025,4,Raipur,7,2,4/30/2025
C1Z2A0,Cl_39,P130,Roland DWX 52 Di Plus Milling Machine,dental milling machine,3/8/2023,2,Salem,7,1,3/8/2023
G3N6I3,Cl_7,P9,Saevo S200,dental_chair,1/15/2022,5,Muzzaffar Nagar,9,5,1/15/2022
B5H9V8,Cl_36,P48,NSK MPASHead,dental handpeice,5/6/2025,2,Malappuram,9,35,5/6/2025
Q8W5S2,Cl_21,P51,NSK S-Max M25 Low Speed Handpiece,dental handpeice,9/11/2020,5,Thane,10,71,9/11/2020
W0U5Z5,Cl_91,P208,Crown & Bridge Remover Fully Automatic With 9 Tips,dental instruments,11/12/2023,9,Nagercoil,4,8,11/12/2023
S5W6U8,Cl_23,P208,Crown & Bridge Remover Fully Automatic With 9 Tips,dental instruments,8/4/2024,10,Ernakulam,9,3,8/4/2024
Q8Q6C8,Cl_50,P58,Tornado Super Torque Push Button,dental handpeice,8/11/2021,2,Raipur,10,74,8/11/2021
D0O0H8,Cl_31,P57,Tornado Standard Head Handpiece,dental handpeice,1/24/2024,8,Bhuveshwar,5,85,1/24/2024
D3X9X0,Cl_32,P84,Piezo-X Advanced Piezosurgery Unit,implant uni-verse,3/7/2022,9,Alappuzha,2,7,3/7/2022
U0N6E7,Cl_80,P157,NSK Physiodispensor Surgic AP 2,physiodispensor and piezosurgery units,5/25/2021,2,Kolhapur,6,8,5/25/2021
Z4Y0S3,Cl_11,P125,Neomill Dental Milling Machine,dental milling machine,1/27/2023,3,Goregaon,5,2,1/27/2023
O4X7T9,Cl_69,P144,Micro NX Micromotor (Table Top),dental micromotor,9/11/2023,4,Salem,9,24,9/11/2023
K2I9U0,Cl_28,P89,iD1 lmplantLocator,implant uni-verse,10/3/2022,2,Jalandhar,4,3,10/3/2022
K6D2S2,Cl_2,P197,Sony CCD Intraoral Camera,intraoral camera,2/18/2021,6,Surat,8,1,2/18/2021
R5D5T2,Cl_32,P110,ioConnect By TruAbutment,intraoral scanner,1/5/2021,8,Alappuzha,4,1,1/5/2021
P0I0B1,Cl_48,P138,Woodpecker DTE O-LIGHT Cure Unit,light cure unit,12/7/2025,3,Nashik,5,21,12/7/2025
I6W1Y3,Cl_41,P218,CLINIC SET UP KIT 2 (Package-II),dental instruments,10/1/2024,7,Nerul,4,8,10/1/2024
P9W0U0,Cl_9,P204,Impression Trays Set Of 10 (Dentulas  Perforated),dental instruments,12/23/2020,1,Bargarh,5,8,12/23/2020
R8D3V3,Cl_43,P122,3Shape E4 Dental lab Scanner,dental lab scanner,12/24/2022,6,Alappuzha,3,4,12/24/2022
X8E0K8,Cl_93,P81,CoxoSurgic-X,implant uni-verse,1/29/2025,6,Rajkot,9,4,1/29/2025
D2P1S9,Cl_38,P191,Inbuilt ScalerV3,ultrasonic scalers,12/7/2025,5,Navasari-Gujarat,5,33,12/7/2025
H8S8W7,Cl_44,P212,Diagnostic PMT Set Of 3 Pcs With Straight Probe S/E,dental instruments,7/2/2024,10,Bhuj,10,3,7/2/2024
N8B3K7,Cl_46,P55,Woodpecker HP33 Air Rotor Handpiece,dental handpeice,5/27/2025,7,Lakhimpur-Up,4,34,5/27/2025
D1B7D2,Cl_11,P33,Genoray Port X-IVe Portable X-Ray,imaging,12/24/2021,2,Goregaon,10,1,12/24/2021
P4O4N5,Cl_22,P78,Tealth Internal Irrigation Fiber Optic Straight Head Low Speed Handpiece,dental handpeice,7/15/2024,2,Kannur,5,30,7/15/2024
N4Y6P2,Cl_9,P103,Trios 4 IntraoralScanner,intraoral scanner,9/16/2024,1,Bargarh,5,4,9/16/2024
N0J0R2,Cl_67,P214,Root Elevators Set Of 13 Pcs (With Warwick James),dental instruments,4/1/2022,8,Raipur,8,8,4/1/2022
D4M8M9,Cl_69,P140,Tulip Digital LED Curing Light,light cure unit,12/8/2023,7,Salem,9,14,12/8/2023
P0P2A3,Cl_19,P47,NSK S-Max SG20M Handpiece,dental handpeice,10/5/2021,3,Boriwali,4,25,10/5/2021
G7N3X0,Cl_45,P23,Gnatus BioQualy 3HP Air Compressor,dental compressors,12/30/2024,8,Malappuram,6,6,12/30/2024
C4F0N9,Cl_59,P8,Saevo S300,dental_chair,9/24/2025,3,Yavatmal,6,5,9/24/2025
E3N3S8,Cl_72,P82,Coxo PTMaster,implant uni-verse,9/7/2021,3,Kottayam,4,5,9/7/2021
D8K4S9,Cl_43,P164,Anycubic Standard 3D Printing Resin,lab consumables,9/23/2021,7,Alappuzha,3,115,9/23/2021
R6S7C0,Cl_67,P119,3Shape F8 Dental Lab Scanner,dental lab scanner,6/9/2020,3,Raipur,6,4,6/9/2020
Z8H0J2,Cl_68,P167,BeSmile Aconia SHT 3D Multilayer Zirconia,lab consumables,6/18/2023,9,Washim,7,479,6/18/2023
N2O2Y3,Cl_42,P23,Gnatus BioQualy 3HP Air Compressor,dental compressors,6/26/2021,9,Sri Ganganagar,9,15,6/26/2021
Z9C2T8,Cl_10,P163,NSKViva Ace,physiodispensor and piezosurgery units,12/20/2022,5,Kannur,5,5,12/20/2022
W1X6T7,Cl_53,P32,Genoray Port XIII Portable X-Ray,imaging,1/2/2025,9,Malappuram,8,2,1/2/2025
N4R7S0,Cl_98,P106,EliteIntraoral Scanner,intraoral scanner,5/21/2024,7,Noida,4,2,5/21/2024
O7T6M9,Cl_1,P33,Genoray Port X-IVe Portable X-Ray,imaging,3/28/2020,10,Surat,4,3,3/28/2020
A6V3W0,Cl_25,P117,Shining 3D AoralScan 3 Intraoral Scanner,face scanner,2/2/2021,3,Boriwali,5,2,2/2/2021
A3X6J0,Cl_4,P66,Tealth Push Type Contra Angle Low Speed Handpiece,dental handpeice,1/1/2024,8,Raipur,9,49,1/1/2024
R9Q7R4,Cl_9,P109,Aoralscan 3 Intraoral Scanner,intraoral scanner,4/19/2022,4,Bargarh,5,2,4/19/2022
M2W3T2,Cl_83,P104,Trios 3 Color Pod Intraoral Scanner,intraoral scanner,8/18/2025,4,Vile Parle,9,1,8/18/2025
Y5I2D9,Cl_8,P34,Gnatus Timex 70E ACX-ray,imaging,11/9/2025,8,Rajkot,8,1,11/9/2025
W5Q3C1,Cl_54,P123,Shinning 3D Autoscan DS EX Pro (C),dental lab scanner,3/15/2023,5,Varanasi,8,4,3/15/2023
V6W9M3,Cl_10,P102,Trios 5 IntraoralScanner,intraoral scanner,5/12/2024,10,Kannur,5,4,5/12/2024
Y3S0W7,Cl_58,P32,Genoray Port XIII Portable X-Ray,imaging,9/28/2025,5,Mallapuram,7,3,9/28/2025
Z9N1D3,Cl_60,P191,Inbuilt ScalerV3,ultrasonic scalers,9/30/2020,5,Ghatkopar,4,36,9/30/2020
D2I1B5,Cl_29,P36,Biolase Soft Tissue Laser  Epic X,dental lasers,5/24/2021,9,Ropar,2,0,5/24/2021
M0H2K8,Cl_10,P163,NSKViva Ace,physiodispensor and piezosurgery units,4/23/2022,2,Kannur,8,6,4/23/2022
O8A0Z1,Cl_86,P37,BIOLASE Waterlase iPlus All Tissue Laser,dental lasers,8/13/2024,10,Calicut,10,0,8/13/2024
T8W3S6,Cl_18,P199,DentXpert Stimulator,dental stimulator,10/12/2023,3,Rajkot,7,1,10/12/2023
R6B5Q6,Cl_34,P104,Trios 3 Color Pod Intraoral Scanner,intraoral scanner,1/31/2020,2,Yamuna Nagar,7,3,1/31/2020
S9H6Q1,Cl_3,P178,Phrozen Sonic Mighty 12K,dental 3d printer,11/28/2021,4,Chennai,9,3,11/28/2021
Z5E7T2,Cl_73,P221,Yahope 3D-Optix,digital magnification,1/14/2021,2,Kannur,4,3,1/14/2021
G6D1F6,Cl_52,P196,All-in-One PC Intraoral Camera,intraoral camera,3/27/2025,10,Malappuram,4,1,3/27/2025
F6W5L7,Cl_99,P190,Woodpecker D5Scaler,ultrasonic scalers,10/12/2021,8,Malappuram,6,40,10/12/2021
T5D3U3,Cl_1,P218,CLINIC SET UP KIT 2 (Package-II),dental instruments,11/27/2020,2,Surat,6,1,11/27/2020
Z1A8E3,Cl_97,P157,NSK Physiodispensor Surgic AP 2,physiodispensor and piezosurgery units,12/21/2022,10,Seawood,7,5,12/21/2022
T5S6H9,Cl_73,P20,Dynamic Compressor Suction System,dental suction,9/16/2020,5,Kannur,10,7,9/16/2020
L1O9P0,Cl_83,P25,Xpect Vision Size 1Intraoral Sensor,imaging,2/7/2024,4,Vile Parle,9,1,2/7/2024
U5K1J0,Cl_65,P221,Yahope 3D-Optix,digital magnification,8/2/2025,8,Erode,9,5,8/2/2025
V6N0S7,Cl_68,P204,Impression Trays Set Of 10 (Dentulas  Perforated),dental instruments,12/6/2022,10,Washim,4,8,12/6/2022
Y0X5H4,Cl_13,P126,Zotion T20 Dental Milling Machine,dental milling machine,8/12/2020,8,Kurla,4,0,8/12/2020
M2G6H4,Cl_40,P41,NSK Pana Air PAF-SU B2 Handpiece,dental handpeice,11/4/2025,4,Tirupattur,7,38,11/4/2025
E9R4O9,Cl_9,P58,Tornado Super Torque Push Button,dental handpeice,6/2/2023,10,Bargarh,2,56,6/2/2023
T1L3G6,Cl_25,P84,Piezo-X Advanced Piezosurgery Unit,implant uni-verse,6/14/2021,1,Boriwali,6,3,6/14/2021
H0Y1H6,Cl_16,P186,Mihmvogt Tabeo Dental Sintering Furnace,dental sintering furnace,5/9/2022,10,Okhla,2,5,5/9/2022
P3Y4Q1,Cl_94,P144,Micro NX Micromotor (Table Top),dental micromotor,5/2/2024,9,Pune,10,16,5/2/2024
O1S6E3,Cl_94,P169,BeSmile Aconia ST White Zirconia,lab consumables,2/26/2020,3,Pune,8,215,2/26/2020
J5Z4O8,Cl_61,P92,CoxoSurgic-X,physiodispensor unit,7/4/2023,8,Jaipur-Rajasthan,8,6,7/4/2023
S0L9U4,Cl_63,P73,Tealth 20:1 Surgical Contra Angle Low Speed Handpiece,dental handpeice,6/19/2022,3,Jalna,10,41,6/19/2022
Y6U6C7,Cl_11,P214,Root Elevators Set Of 13 Pcs (With Warwick James),dental instruments,8/14/2020,4,Goregaon,8,3,8/14/2020
Q7P6W1,Cl_94,P181,GLB 200M Metal 3D Printer,dental 3d printer,2/13/2025,7,Pune,9,5,2/13/2025
V4A3O8,Cl_54,P126,Zotion T20 Dental Milling Machine,dental milling machine,2/18/2022,6,Varanasi,7,2,2/18/2022
W9K6V9,Cl_10,P154,BR Touch,endomotors,10/1/2023,1,Kannur,9,22,10/1/2023
X2J5A3,Cl_13,P114,Aoralscan 2 Intraoral Scanner,intraoral scanner,9/24/2020,8,Kurla,5,4,9/24/2020
B1Y7I7,Cl_98,P60,Tornado Air Motor Dental Handpiece,dental handpeice,4/13/2020,1,Noida,3,100,4/13/2020
Q4X1A8,Cl_43,P41,NSK Pana Air PAF-SU B2 Handpiece,dental handpeice,3/27/2022,6,Alappuzha,4,37,3/27/2022
N2Q6J8,Cl_62,P124,Shining 3D AutoScan DS EX Pro(H),dental lab scanner,8/1/2020,1,Mumbai,9,4,8/1/2020
N7U6U1,Cl_96,P192,Woodpecker D3 Non-Optic Scaler,ultrasonic scalers,4/13/2023,4,Guwahati,9,27,4/13/2023
I5N7P1,Cl_97,P31,Genoray PAPAYA 3D Premium Plus CBCT,imaging,7/31/2021,1,Seawood,9,3,7/31/2021
L2V6G6,Cl_17,P170,BeSmile Aconia ST Preshade Zirconia,lab consumables,9/27/2022,2,Ludhinana,4,463,9/27/2022
N9K4K8,Cl_77,P49,NSK S-Max M65 Straight Handpiece,dental handpeice,1/11/2020,3,Malappuram,7,58,1/11/2020
X9O1V6,Cl_79,P53,NSK S-Max Pico Optic Handpiece,dental handpeice,4/16/2025,6,Rewari,6,50,4/16/2025
I1A0C3,Cl_50,P190,Woodpecker D5Scaler,ultrasonic scalers,4/4/2021,2,Raipur,9,20,4/4/2021
O0E6Q9,Cl_79,P102,Trios 5 IntraoralScanner,intraoral scanner,2/25/2023,8,Rewari,7,4,2/25/2023
A5N8H6,Cl_22,P138,Woodpecker DTE O-LIGHT Cure Unit,light cure unit,1/24/2022,1,Kannur,7,15,1/24/2022
N4R2F5,Cl_35,P106,EliteIntraoral Scanner,intraoral scanner,8/27/2020,3,Mumbai,7,4,8/27/2020
W8L6Q3,Cl_61,P80,CSM Implants Submerged III,implant uni-verse,7/9/2022,2,Jaipur-Rajasthan,10,2,7/9/2022
P0C4I2,Cl_25,P73,Tealth 20:1 Surgical Contra Angle Low Speed Handpiece,dental handpeice,5/5/2021,7,Boriwali,8,88,5/5/2021
O7S4V4,Cl_25,P160,Implant Motor  Implant-X,physiodispensor and piezosurgery units,3/21/2022,8,Boriwali,8,2,3/21/2022
Y8Z1W3,Cl_74,P70,Tealth Mini Head High Speed Air Rotor Handpiece,dental handpeice,6/26/2022,9,Palakkad,10,23,6/26/2022
V8Q8J6,Cl_35,P91,EMS Airflow Prophylaxis Master,implant uni-verse,1/14/2023,5,Mumbai,10,8,1/14/2023
G0H8P1,Cl_74,P126,Zotion T20 Dental Milling Machine,dental milling machine,7/19/2021,9,Palakkad,6,0,7/19/2021
N7Z2A3,Cl_33,P199,DentXpert Stimulator,dental stimulator,11/6/2022,4,Agra,6,1,11/6/2022
G9M9T5,Cl_87,P160,Implant Motor  Implant-X,physiodispensor and piezosurgery units,3/15/2024,6,Pune,7,8,3/15/2024
